CtrlConfigurationType_EditMode,7037,Object
CtrlConfigurationType_EditMode_EnterEditMode,7038,Method
CtrlConfigurationType_EditMode_EnterEditMode_InputArguments,7039,Variable
CtrlConfigurationType_EditMode_EnterEditMode_OutputArguments,7040,Variable
CtrlConfigurationType_EditMode_ExitEditMode,7041,Method
CtrlConfigurationType_EditMode_ExitEditMode_OutputArguments,7042,Variable
CtrlConfigurationType_EditMode_AbortEditMode,7043,Method
CtrlConfigurationType_EditMode_AbortEditMode_OutputArguments,7044,Variable
CtrlConfigurationType_DeviceHealth,7045,Variable
CtrlConfigurationType_DeviceTypeImage,7046,Object
CtrlConfigurationType_DeviceTypeImage_ImageIdentifier,7047,Variable
CtrlConfigurationType_Documentation,7048,Object
CtrlConfigurationType_Documentation_DocumentIdentifier,7049,Variable
CtrlConfigurationType_ProtocolSupport,7050,Object
CtrlConfigurationType_ProtocolSupport_ProtocolSupportIdentifier,7051,Variable
CtrlConfigurationType_ImageSet,7052,Object
CtrlConfigurationType_ImageSet_ImageIdentifier,7053,Variable
CtrlConfigurationType_GlobalVars_UIElement,7054,Variable
CtrlConfigurationType_AccessVars_UIElement,7055,Variable
CtrlConfigurationType_ConfigVars_UIElement,7056,Variable
CtrlConfigurationType_Configuration_UIElement,7057,Variable
CtrlConfigurationType_Diagnostic_UIElement,7058,Variable
CtrlResourceType_GroupName,7059,Object
CtrlResourceType_GroupName_UIElement,7060,Variable
CtrlResourceType_Identification_UIElement,7061,Variable
CtrlResourceType_Lock,7062,Object
CtrlResourceType_Lock_LockedStatus,7063,Variable
CtrlResourceType_Lock_LockingClient,7064,Variable
CtrlResourceType_Lock_LockingUser,7065,Variable
CtrlResourceType_Lock_RemainingLockTime,7066,Variable
CtrlResourceType_Lock_InitLock,7067,Method
CtrlResourceType_Lock_InitLock_InputArguments,7068,Variable
CtrlResourceType_Lock_InitLock_OutputArguments,7069,Variable
CtrlResourceType_Lock_RenewLock,7070,Method
CtrlResourceType_Lock_RenewLock_OutputArguments,7071,Variable
CtrlResourceType_Lock_ExitLock,7072,Method
CtrlResourceType_Lock_ExitLock_OutputArguments,7073,Variable
CtrlResourceType_Lock_BreakLock,7074,Method
CtrlResourceType_Lock_BreakLock_OutputArguments,7075,Variable
CtrlResourceType_EditMode,7076,Object
CtrlResourceType_EditMode_EnterEditMode,7077,Method
CtrlResourceType_EditMode_EnterEditMode_InputArguments,7078,Variable
CtrlResourceType_EditMode_EnterEditMode_OutputArguments,7079,Variable
CtrlResourceType_EditMode_ExitEditMode,7080,Method
